cityname,lat,lng
china/yangquan/saiyu/,37.8792,113.4922
china/yangquan/kaifaqu/,,
china/yangquan/baiyangshu/,113.6292,37.8531
china/yangquan/nanzhuang/,37.8561,113.5922
china/yangquan/pingtan/,37.8694,113.5689
china/yangquan/dayangquan/,37.85,113.5158
china/yangquan/shizhongxin/,37.8564,113.5753
yangquan/,37.856972,113.580519
china/jincheng/zilaishuigongsi/,35.5051,112.85
china/jincheng/baiyunshangmao/,35.4934,112.835
china/jincheng/shihuanbaoju/,35.4883,112.8564
china/jincheng/jishuxueyuan/,35.4894,112.8664
china/jincheng/zezhouyizhong/,35.4813,112.8252
jincheng/,35.490702,112.851831
china/shuozhou/ping-shuo/,39.5166917,112.3048622
china/shuozhou/shuo-wei/,,
china/shuozhou/quzhengfu/,39.3179,112.4254
china/shuozhou/shihuanbaoju/,39.3265,112.4078
china/shuozhou/shierzhong/,39.3673,112.4279
shuozhou/,39.331595,112.432825
china/jinzhong/jinlunxiaoqu/,37.7019,112.7549
china/jinzhong/yeyajianchang/,37.790269,112.605406
china/jinzhong/nanduxiaoqu/,37.7111,112.7306
china/jinzhong/yuciquzhengfu/,37.7087,112.7105
jinzhong/,37.687024,112.752695
china/yuncheng/yunchengzhongxue/,35.0147,110.9956
china/yuncheng/yudukaifaqu/,35.0611,111.0233
china/yuncheng/yunchengxueyuan/,111.0397,35.0394
china/yuncheng/diqujixiao/,35.0308,110.9678
china/yuncheng/konggangxinqu/,35.1147,111.0414
yuncheng/,35.026412,111.007529
china/xinzhou/jiyin/,112.7356,38.4186
china/xinzhou/kaifaqu/,38.4519,112.7383
china/xinzhou/huizhanzhongxin/,38.4928,112.7003
xinzhou/,112.734174,38.416663
china/lvliang/shihuanbaoju/,37.2808329,111.7806512
china/lvliang/douzhipinchang/,111.1283,37.5333
china/lvliang/zilaishuigongsi/,37.5136,111.1297
luliang/,37.518314,111.144319
china/sanmenxia/shizhengfu/,34.7772,111.1928
china/sanmenxia/fengjingqu/,34.7997,111.1489
china/sanmenxia/eryin/,34.7917,111.1858
china/sanmenxia/kaifaqu/,111.158,34.794
sanmenxia/,34.772494,111.200135
china/changchun/shipinchang/,43.9167,125.323
china/changchun/kechechang/,43.91,125.287
china/changchun/youdianxueyuan/,43.84,125.2786
china/changchun/laodonggongyuan/,43.8748,125.3649
china/changchun/yuanlinchu/,125.325,43.8694
china/changchun/jingyuetan/,125.454,43.7878
china/changchun/shuaiwanzi/,43.55,125.633
china/changchun/jingkaiquhuanweichu/,43.8667,125.417
china/changchun/gaoxinquguanweihui/,43.8167,125.25
china/changchun/daishangongyuan/,43.85,125.217
changchun/,125.323471,43.816964
china/jilin/hadawan/,43.8875,126.555
china/jilin/fengman/,43.7256,126.6772
china/jilin/dianlixueyuan/,126.4978,43.8228
china/jilin/jiangnangongyuan/,43.8256,126.55
china/jilin/dongjuzi/,43.8358,126.5844
china/jilin/jiangbei/,43.8947,126.5786
china/jilin/nongkeyuan/,43.95,126.4667
jilin/,43.837883,126.549572
china/siping/jiancezhan/,43.1747,124.3419
china/siping/yishangchang/,43.1594,124.3711
china/siping/jingyuan/,43.1847,124.3897
siping/,43.16642,124.350398
china/liaoyuan/huanbaoju/,42.8947,125.1358
china/liaoyuan/wushuichulichang/,42.8953,125.1567
china/tonghua/guangming/,41.7156,125.9361
china/tonghua/tielu/,41.7381,125.9486
china/baishan/xifeng/,41.9206,126.4047
china/baishan/huanbaoju/,41.9419,126.4078
china/songyuan/jiangnan/,45.0878,124.8292
china/songyuan/jiangbei/,45.1642,124.8528
china/baicheng/daobeiquhuanbaoju/,45.6289,122.8444
china/baicheng/shihuanbaoju/,122.8211,45.6175
china/yanbian/fuyouyiyuan/,,
china/yanbian/yanbianyiyuan/,,
china/yanbian/chaoyangchuanzhenyiyuan/,,
yanbian/,42.909409,129.471868
china/haerbin/lingbei/,45.755,126.542
china/haerbin/songbeishangda/,45.8167,126.561
china/haerbin/achenghuining/,45.5422,126.979
china/haerbin/nangangxuefulu/,45.7222,126.599
china/haerbin/taipinghongweigongyuan/,126.689,45.7733
china/haerbin/daowaichengdeguangchang/,45.7667,126.635
china/haerbin/xiangfanghongqidajie/,45.7319,126.685
china/haerbin/donglihepinglu/,126.646,45.7258
china/haerbin/daolijianguolu/,45.7478,126.593
china/haerbin/pingfangdongqingchang/,126.615,45.61
china/haerbin/hulanshizhuan/,45.9819,126.6106
china/haerbin/shengnongkeyuan/,45.6842,126.6206
haerbin/,45.803775,126.534967
china/qiqihaer/anjixiaoqu/,47.3636,123.9305
china/qiqihaer/dangxiao/,,
china/qiqihaer/nongmucheliangchang/,47.3227,123.9483
china/qiqihaer/fuquhuanbaoju/,47.203,123.6261
china/qiqihaer/zhongxinguangchang/,47.3386,123.9305
china/qiqihaer/shihuanjingjiancezhan/,47.2988,123.945
qiqihaer/,47.354348,123.918186
china/daqing/saertuqu/,46.5776,125.1386
china/daqing/datongqu/,46.0347,124.8354
china/daqing/honggangqu/,46.3991,124.8847
china/daqing/longfengqu/,46.528,125.112
china/daqing/ranghuluqu/,46.6219,124.8648
daqing/,46.58931,125.103784
china/mudanjiang/jichegongchang/,44.6104,129.6459
china/mudanjiang/diyiyiyuan/,44.5952,129.5902
china/mudanjiang/huanbaodalou/,44.561,129.61
china/mudanjiang/wenhuaguangchang/,44.580122,129.618569
mudanjiang/,44.551653,129.633169
china/mudanjiang/diyizhongxue/,44.5462,129.6386
china/mudanjiang/huanbaodalou/,44.561,129.61
china/mudanjiang/wenhuaguangchang/,44.580122,129.618569
yichun/,27.815619,114.416778
china/yichun/binglangshuiye/,27.8036,114.3442
china/yichun/shizhongguoyinxing/,27.8014,114.3806
china/yichun/shishiyougongsi/,114.3953,27.7842
china/yichun/shiqixiangju/,27.7914,114.3703
china/yichun/shiguangdianju/,27.8072,114.4011
china/yichun/zhongxinyiyuan/,47.7222,128.8736
china/yichun/linguanju/,47.7317,128.9094
china/yichun/tangwangheguojiagongyuan/,48.4658,129.4942
jixi/,45.295075,130.969333
china/jixi/huanbaoju/,45.2924,130.962
china/jixi/zilaishuigongsi/,45.305,130.9817
china/jixi/baijiuchang/,45.2948,131.0103
china/jixi/qixiangju/,45.2978,130.9298
hegang/,47.349916,130.297964
china/hegang/hapifengongsi/,47.3349,130.2659
china/hegang/sidajidian/,47.2753,130.261
china/hegang/dongshanzhibanchang/,47.3489,130.3172
china/hegang/wuhaoshuiku/,47.3382,130.1097
shuangyashan/,46.646509,131.159133
china/shuangyashan/shuanghecun/,46.6572,131.1638
china/shuangyashan/nanxiaoshi/,46.619,131.1651
china/shuangyashan/huanbaoju/,46.6462,131.1516
china/shuangyashan/miaopu/,46.5888,131.1572
jiamusi/,46.799778,130.318879
china/jiamusi/jiafang/,130.2719,46.8025
china/jiamusi/fadianchang/,46.8267,130.3961
china/jiamusi/huanbaoju/,46.7975,130.3258
china/jiamusi/shiyizhong/,46.8032,130.3648
china/jiamusi/sifeng/,46.7588,130.3794
heihe/,50.245146,127.528287
china/heihe/jiaotongju/,50.2486,127.4961
china/heihe/dangxiao/,50.2391,127.5044
china/heihe/dizhenju/,50.2538,127.4143
china/qitaihe/huanbaoju/,45.7677,131.0032
china/qitaihe/xinjian/,130.8625,45.8194
china/qitaihe/hutougou/,45.8309,130.9467
china/suihua/renhedongjie/,126.9934,46.6384
china/suihua/dangzhengbangongzhongxin/,46.6527,126.9636
china/daxinganlingdiqu/huanbaoju/,50.4269,124.1186
china/daxinganlingdiqu/gonganju/,50.4217,124.1303
china/hefei/mingzhuguangchang/,31.7848,117.196
china/hefei/sanlijie/,31.8766,117.307
china/hefei/huposhanzhuang/,31.8706,117.259
china/hefei/dongpushuiku/,31.9051,117.16
china/hefei/changjiangzhonglu/,31.8572,117.25
china/hefei/luyangqu/,31.9438,117.266
china/hefei/yaohaiqu/,31.8585,117.336
china/hefei/baohequ/,31.7956,117.302
china/hefei/binhuxinqu/,31.7386,117.278
china/hefei/gaoxinqu/,31.8516,117.124
hefei/,117.227271,31.821448
china/maanshan/hudonglusixiao/,31.6861,118.5058
china/maanshan/tianpingfuzhuang/,31.6411,118.4828
china/maanshan/shijiaoyujidi/,31.7133,118.6439
china/maanshan/cihuerxiao/,31.7506,118.5106
china/maanshan/magangdonglichang/,31.6928,118.48
maanshan/,31.670452,118.50676
china/wuhu/kechuangzhongxin/,31.4189,118.37
china/wuhu/sishuichang/,31.3178,118.3708
china/wuhu/jiancezhan/,31.3508,118.3528
china/wuhu/wuqierlingchang/,31.3839,118.4022
wuhu/,31.352859,118.432941
china/chuzhou/laoniandaxue/,32.3153,118.3094
china/chuzhou/rendabinguan/,32.2786,118.3244
china/chuzhou/jiancezhan/,32.3061,118.3158
chuzhou/,32.301556,118.317107
suzhou/,31.298886,120.585316
fuyang/,30.048735,119.960109
china/bangbu/gongrenliaoyangyuan/,32.939,117.3961
china/bangbu/baihuodalou/,117.3575,32.9444
china/bangbu/ershuichang/,32.935,117.3086
china/bangbu/bangbuxueyuan/,32.8913,117.4186
china/bangbu/huaishangquzhengfu/,32.9673,117.3536
china/bangbu/gaoxinqu/,32.8985,117.3065
bangbu/,32.916287,117.389719
china/huainan/datongquzhengfu/,32.6611,117.0417
china/huainan/panjiquzhengfu/,32.7639,116.8028
china/huainan/shifanxueyuan/,32.645,117.0083
china/huainan/xiejiajiquzhengfu/,32.6028,116.8556
china/huainan/bagongshanquzhengfu/,32.6319,116.8306
china/huainan/jiaoganghufengjingquguanlichu/,32.625,116.7039
china/huaibei/jiancezhan/,33.975,116.8008
china/huaibei/lieshanquzhengfu/,33.8997,116.8067
china/huaibei/zhiyejishuxueyuan/,33.9461,116.7844
huaibei/,33.955845,116.798265
china/tongling/shidisizhongxue/,30.9414,117.8178
china/tongling/shigongluju/,30.9222,117.8078
china/tongling/shixinminwushuichang/,30.9414,117.7806
china/tongling/shidijiuzhongxue/,30.8811,117.7442
china/tongling/shiweidangxiao/,,
china/tongling/shiyizhongxue/,,
tongling/,117.811267,30.945516
china/anqing/huankeyuan/,30.5103,117.0549
china/anqing/mashanbinguan/,30.51197222,117.0331111
china/anqing/lianfuhuayuan/,117.0486,30.5489
china/anqing/anqingdaxue/,116.9894,30.6145
anqing/,30.543494,117.063755
china/huangshan/yananlu89hao/,29.7128,118.3057
china/huangshan/huangshandonglu89hao/,29.7207,118.3236
china/huangshan/huangshanquzhengfu5haolou/,30.2756,118.1371
china/liuan/jiancedalou/,31.7371,116.508
china/liuan/wanxixueyuan/,31.7618,116.478
china/liuan/chaoyangchang/,116.5068,31.7797
china/liuan/kaifaqu/,31.7712,116.5661
luan/,31.7337,116.521855
china/chizhou/huanbaodalou/,30.6414,117.4808
china/chizhou/chizhouxueyuan/,117.4697,30.6617
china/chizhou/pingtianhu/,30.6539,117.4974
chizhou/,30.6648,117.491568
china/xuancheng/aofengzizhan/,30.9447,118.7581
china/xuancheng/jingtingshanzizhan/,118.7386,30.9742
china/xuancheng/kaifaquzizhan/,30.9431,118.7175
xuancheng/,30.94069,118.758588
china/nanchang/shengwaiban/,28.6844,115.893
china/nanchang/shenglinyegongsi/,115.8886,28.6839
china/nanchang/linkesuo/,28.7442,115.813
china/nanchang/jingdongzhenzhengfu/,28.6969,115.973
china/nanchang/jiangongxuexiao/,115.852,28.6869
china/nanchang/xianghu/,115.892,28.6425
china/nanchang/wushuxuexiao/,28.7994,115.742
china/nanchang/shihua/,28.6131,115.912
china/nanchang/shengzhan/,28.6844,115.931
nanchang/,28.683213,115.858121
china/jiujiang/lushanqixiangtai/,29.5867,115.9936
china/jiujiang/shili/,29.6816,115.9872
china/jiujiang/maoshantou/,29.7048,115.9581
china/jiujiang/xiyuan/,29.7292,115.988
china/jiujiang/wuqierqichang/,29.6535,116.0174
china/jiujiang/shuikesuo/,29.6926,116.0628
china/jiujiang/zonghegongyeyuan/,115.9114,29.6039
china/jiujiang/shihuazongchang/,29.7534,116.0726
jiujiang/,29.705078,116.00193
china/xinyu/feiyu/,27.8344,114.9831
china/xinyu/xingangyangqichang/,27.8042,114.9119
china/xinyu/beigang/,27.7758,115.0586
china/xinyu/diershuichang/,27.8328,114.9289
china/xinyu/shiqixiangju/,27.8036,114.9314
xinyu/,27.817809,114.917347
jingdezhen/,29.268836,117.17842
china/jingdezhen/wanggangzhongxue/,29.3864,117.3097
china/jingdezhen/laoganbuhuodongzhongxin/,29.2958,117.2111
china/jingdezhen/shouyizhan/,29.2786,117.1983
china/jingdezhen/taidataoci/,29.2647,117.1558
china/jingdezhen/taoyansuo/,29.2956,117.2461
pingxiang/,27.622768,113.854556
china/pingxiang/wugongshanqixiangzhan/,114.0944,27.4948
china/pingxiang/zhongyiyuan/,27.6428,113.8381
china/pingxiang/shizhengfucheku/,27.6231,113.8447
china/pingxiang/shihuanbaoju/,27.6442,113.8686
china/pingxiang/anyuanquzhengfu/,27.6178,113.865
yingtan/,28.260189,117.069202
china/yingtan/longhushan/,28.095,116.9622
china/yingtan/xinjiancezhan/,28.2642,117.0564
china/yingtan/caiyuanbinguan/,28.2403,117.0281
china/yingtan/tiyuguan/,117.0222,28.2264
china/yingtan/sanchuanshuibiao/,28.2169,116.9983
ganzhou/,25.831829,114.93503
china/ganzhou/tongtianyan/,25.9118,114.9064
china/ganzhou/diwei/,114.9367,25.8664
china/ganzhou/qixiangtai/,25.8481,114.9461
china/ganzhou/shitushuguan/,25.8333,114.9322
china/ganzhou/huajianxiecheng/,25.8471,114.8905
jian/,27.113443,114.992509
china/jian/hongshengqicaichang/,27.0658,114.9817
china/jian/shisenlingongyeju/,27.11,114.9739
china/jian/shihuanjingjiancezhan/,27.1311,114.99
china/jian/qingyuanqufayuan/,27.0983,115.0075
fuzhoushi/,27.949217,116.358182
china/fuzhou/tongyuandangxi/,28.0797,116.2239
china/fuzhou/shizhan/,27.9883,116.3553
china/fuzhou/xuefangzhan/,27.9639,116.3598
china/fuzhou/caichajutuan/,28.0005,116.3574
china/fuzhou/yixuefenyuan/,27.9647,116.385
shangrao/,117.943433,28.454863
china/shangrao/baicaoyuan/,28.4569,118.0058
china/shangrao/shijiancezhan/,28.4459,117.973
china/shangrao/fenghuangguangxue/,28.4622,117.9511
china/shangrao/kaifaquguanweihui/,28.4303,117.9033
china/zhengzhou/yanchang/,34.7545,113.681
china/zhengzhou/zhengfangji/,34.7745,113.641
china/zhengzhou/yinxingxuexiao/,34.8019,113.675
china/zhengzhou/gongshuigongsi/,34.802,113.564
china/zhengzhou/jingkaiquguanwei/,34.7187,113.727
china/zhengzhou/sishiqizhong/,113.734,34.719
china/zhengzhou/shijiancezhan/,34.7496,113.5991
china/zhengzhou/heyida/,34.7538,113.6356
china/zhengzhou/ganglishuiku/,34.9162,113.6113
zhengzhou/,34.7466,113.625368
china/kaifeng/hedayifuyuan/,34.8022,114.3406
china/kaifeng/fuyoubaojianyuan/,114.3733,34.7975
china/kaifeng/zhongliuyiyuan/,34.7781,114.3389
china/kaifeng/huangheshuilixueyuan/,34.826907,114.318907
china/kaifeng/shijixingyoueryuan/,34.7967,114.2886
china/kaifeng/lankaohuanbaojuzidongzhan/,,
china/kaifeng/lankaoyigaozidongzhan/,,
kaifeng/,34.797239,114.307582
china/jiaozuo/yingshicheng/,35.259,113.1992
china/jiaozuo/gaoxinquzhengfu/,35.1764,113.2464
china/jiaozuo/shijiancezhan/,,
china/jiaozuo/shihuanbaoju/,35.213,113.227
jiaozuo/,35.215893,113.241823
china/anyang/mianyansuo/,36.061,114.483
china/anyang/hongmiaojie/,36.086,114.32
china/anyang/yinxingxiaoqu/,36.087,114.358
china/anyang/tiefusi/,36.11,114.286
china/anyang/huanbaoju/,36.0883,114.3931
anyang/,36.097593,114.392756
china/luoyang/shijiancezhan/,34.67,112.4333
china/luoyang/kaifaquguanweihui/,112.3844,34.6231
china/luoyang/shiweixinbangongqu/,112.4275,34.6258
china/luoyang/shiweidangxiao/,34.6511,112.3939
china/luoyang/henanlinxiao/,34.6869,112.4831
china/luoyang/zhongxinerxiao/,34.6692,112.3628
china/luoyang/yuxibinguan/,34.6869,112.4664
luoyang/,34.618452,112.45429
china/pingdingshan/guihuashejiyuan/,33.739,113.292
china/pingdingshan/xinhualvguan/,33.721,113.322
china/pingdingshan/pingdingshangongxueyuan/,113.182,33.737
china/pingdingshan/gaoyakaiguanchang/,33.7214,113.3064
pingdingshan/,33.76619,113.192814
cnhenan/hebi/shijiaojingzhidui/,114.301106,35.751666
cnhenan/hebi/shijiancezhan/,35.7484612,114.3079831
cnhenan/hebi/yingbinguan/,35.732157,114.293766
cnhenan/xinxiang/huanbaodongyuan/,35.302928,113.926975
cnhenan/xinxiang/kaifaqu/,35.281993,113.9027
cnhenan/xinxiang/kejixueyuan/,35.282877,113.9347956
cnhenan/xinxiang/huanbaoxiyuan/,35.302928,113.926975
cnhenan/puyang/hongtianwei/,35.761829,115.029216
cnhenan/puyang/youtianwutangongsi/,35.761829,115.029216
cnhenan/puyang/youtianyunshugongsi/,35.761829,115.029216
cnhenan/puyang/huanbaoju/,35.851391,115.507088
cnhenan/xuchang/kaifaqu/,34.000042,113.796941
cnhenan/xuchang/jiancezhan/,34.01289,113.832446
cnhenan/xuchang/huanbaoju/,34.0343331,113.8211529
cnhenan/leihe/sanwuyiwugongchang/,33.581413,114.016539
cnhenan/leihe/leihedaxue/,33.567736,114.011061
cnhenan/leihe/shuiliju/,33.8095819,113.9260599
cnhenan/leihe/guangdianju/,33.4376178,113.594631
cnhenan/nanyang/huanbaoju/,32.5340887,112.3656831
cnhenan/nanyang/hanhuaguan/,32.970171,112.502907
cnhenan/nanyang/wafangzhuang/,112.58962,33.338473
cnhenan/nanyang/ligongxueyuan/,32.977371,112.546126
cnhenan/nanyang/qixiangzhan/,32.990833,112.528322
cnhenan/shangqiu/huanjingjiancezhan/,34.414172,115.65637
cnhenan/shangqiu/suiyangquhuanbaoju/,34.3931031,115.634807
cnhenan/shangqiu/disanrenminyiyuan/,34.4533999,115.6615315
cnhenan/shangqiu/liangshiju/,34.232064,116.139029
cnhenan/xinyang/shihequ/shiniangjiugongsi/,32.146984,114.091023
cnhenan/xinyang/shihequ/shenjiju/,32.2040575,114.5272331
cnhenan/xinyang/shihequ/nanwanshuichang/,114.091023,32.146984
cnhenan/xinyang/pingqiaoqu/pingqiaofenju/,32.4624587,114.0475141
cnhenan/zhoukou/shihuanjingjiancezhan/,33.6111505,114.6672724
cnhenan/zhoukou/chuanhuiquhuanbaoju/,33.6387607,114.6420777
cnhenan/zhoukou/zhoukoushifan/,33.617874,114.665581
cnhenan/zhoukou/shiyunguanchu/,33.626149,114.696951
cnhenan/zhumadian/shiyizhichang/,32.50471,113.375587
cnhenan/zhumadian/tianfangerfenchang/,33.011529,114.022298
cnhenan/zhumadian/shicaiyinchang/,33.011529,114.022298
cnhenan/jiyuan/wushuichulichang/,35.067243,112.601919
cnhenan/jiyuan/xinxingzhengqu/,35.067243,112.601919
cnhenan/jiyuan/baihuodalou/,35.0922019,112.5905034
cnhenan/gongyi/gongyishixinhuanbaojuerzhongzidongzhan/,34.747858,113.022501
cnhenan/gongyi/gongyishihuanbaojuzidongzhan/,34.747858,113.022501
cnhenan/lankaoxian/lankaohuanbaojuzidongzhan/,34.822211,114.821348
cnhenan/lankaoxian/lankaoyigaozidongzhan/,114.821348,34.822211
cnhenan/ruzhou/ruzhoujigongxuexiaozidongzhan/,34.765515,113.753602
cnhenan/ruzhou/ruzhoushihuanbaojuzidongzhan/,34.16703,112.844517
cnhenan/huaxian/huaxiandangxiaozidongzhan/,35.575418,114.519311
cnhenan/huaxian/huaxianjinhexincunzidongzhan/,35.575418,114.519311
cnhenan/changyuanxian/changyuanxianliuyuancunzidongzhan/,35.201548,114.668936
cnhenan/changyuanxian/changyuanxianzhongyiyuanzidongzhan/,35.201548,114.668936
cnhenan/dengzhou/dengzhoushihuanbaojuzidongzhan/,32.687576,112.087395
cnhenan/dengzhou/dengzhoushilijiayingzidongzhan/,32.687576,112.087395
cnhenan/yongcheng/yongchengdanganguanzidongzhan/,33.929291,116.4495
cnhenan/yongcheng/yongchengshizhengfuzidongzhan/,33.929291,116.4495
cnhenan/gushixian/gushixianhuanbaojuzidongzhan/,32.168137,115.654482
cnhenan/gushixian/gushixianchengguanerlijingshequzidongzhan/,32.168137,115.654482
cnhenan/luyixian/luyixianhuanbaojuzidongzhan/,33.86,115.484454
cnhenan/luyixian/luyixianzhongxinyiyuanzidongzhan/,33.86,115.484454
cnhenan/xincaixian/xincaixianhuanbaojuzidongzhan/,32.744855,114.965469
cnhenan/xincaixian/xincaixianxinhuanbaojuzidongzhan/,114.965469,32.744855
hebi/,,
xinxiang/,113.926975,35.302928
puyang/,35.761829,115.029216
xuchang/,34.035506,113.85264
nanyang/,32.990833,112.528322
shangqiu/,34.414172,115.65637
zhoukou/,33.626149,114.696951
jiyuan/,35.067243,112.601919
china/changsha/jingkaiquhuanbaoju/,28.2325,113.0833
china/changsha/gaokaiquhuanbaoju/,28.2189,112.8872
china/changsha/mapoling/,113.0792,28.2053
china/changsha/hunanshifandaxue/,28.19,112.9394
china/changsha/yuhuaquhuanbaoju/,28.1442,112.9956
china/changsha/wujialing/,28.2597,112.9792
china/changsha/huochexinzhan/,28.1944,113.0014
china/changsha/tianxinquhuanbaoju/,28.1178,112.9844
china/changsha/hunanzhongyiyaodaxue/,112.8908,28.1308
china/changsha/shaping/,28.3586,112.9958
changsha/,28.228209,112.938814
china/xiangtan/bantang/,27.8614,112.9433
china/xiangtan/shijiancezhan/,27.8403,112.9118
china/xiangtan/jianglu/,27.8728,112.8937
china/xiangtan/yuetang/,27.8159,112.9227
china/xiangtan/keda/,27.9119,112.9074
china/xiangtan/zhaoshan/,27.9153,113.0048
china/xiangtan/shaoshan/,27.9164,112.4876
xiangtan/,27.829738,112.944049
china/zhuzhou/tiantaishanzhuang/,27.8244,113.135
china/zhuzhou/zhuyeyiyuan/,27.8867,113.095
china/zhuzhou/shisizhong/,113.167,27.8667
china/zhuzhou/huochezhan/,27.8381,113.143
china/zhuzhou/shijiancezhan/,27.8528,113.13
china/zhuzhou/dajingfengjingqu/,27.8336,113.251
zhuzhou/,27.82755,113.134003
china/zhuzhou/yuntianzhongxue/,27.9958,113.1817
china/yueyang/nanhufengjingqu/,113.1094,29.3578
china/yueyang/jinfengshuiku/,29.355,113.2117
china/yueyang/yunxiqu/,29.4758,113.2621
china/yueyang/junshanqu/,29.4402,112.9943
china/yueyang/chenglingji/,29.4251,113.1493
china/yueyang/kaifaqu/,29.3678,113.1772
yueyang/,29.357104,113.128958
china/changde/dingchengquhuanbaoju/,29.0239,111.6753
china/changde/baiheshan/,29.13072222,111.7824722
china/changde/shijishujianduju/,29.0381,111.6794
china/changde/shierzhong/,28.9703,111.6975
china/changde/shijiancezhan/,29.0244,111.7044
changde/,29.031673,111.698497
china/zhangjiajie/yuanjiajie/,29.315,110.4417
china/zhangjiajie/dianyeju/,29.1242,110.4697
china/zhangjiajie/yongdingxinqu/,29.1389,110.48
china/zhangjiajie/weiyanglu/,29.3547,110.5594
zhangjiajie/,29.117096,110.479191
china/huaihua/linkesuo/,27.5733,109.9333
china/huaihua/hexidishuiju/,27.5444,109.9453
